1.100000000000000	1.303155944264902	
0.550000000000000	0.339943516662639	
0.275000000000000	0.086260847674883	
0.137500000000000	0.021655673592637	
0.068750000000000	0.005419784024372	
0.034375000000000	0.001355317472243	
0.017187500000000	0.000338900201217	
0.008593750000000	0.000084734749338	
0.004296875000000	0.000021189944833	
0.002148437500000	0.000005245030496	
0.001074218750000	0.000001771823944	
0.000537109375000	0.000000443135526	
0.000268554687500	0.000000110705368	
0.000134277343750	0.000000217929331	
